Unnamed: 0,feature importance
2,0.5835822667149886
11,0.1234227780420433
8,0.0426776714298701
6,0.032897373099546
9,0.0226987880097938
21,0.0217882626461921
22,0.0157133356390118
14,0.0106330359739806
4,0.0098017647356206
5,0.0096711653163037
18,0.0080899729055397
0,0.0057748823305692
23,0.0057445181397729
3,0.0050148885549427
20,0.0048463225044222
26,0.0045089571917841
16,0.00364883730658
176,0.0033266787832612
19,0.0027287834130235
69,0.0025463870286723
1,0.0024274561732059
248,0.0024238940247477
129,0.0020303442605302
145,0.0019392565327319
217,0.0019265143481856
244,0.0018099452057155
161,0.0018026172435791
226,0.0017971659509701
178,0.0017222918016352
242,0.0017118525889411
42,0.0016029737990828
189,0.0015047296784293
122,0.0015033646188222
41,0.0014969293998881
187,0.0014509021669974
31,0.0013846229310086
216,0.0012298468403215
12,0.001155981481981
224,0.0011001764449169
15,0.0010727288241796
252,0.0010719677723126
163,0.0010229104939063
227,0.0010228805970042
146,0.0009700124509048
239,0.0009205289428779
271,0.0009180638659202
24,0.0008713214013648
61,0.0008279896409958
30,0.0007978313303929
50,0.0007977682727365
164,0.0007701995296483
17,0.0007685438331545
60,0.0007567171560089
258,0.0007418771176076
193,0.000739318922592
152,0.0007361358373613
250,0.0007227094578009
159,0.0007126713992281
136,0.0006519589868436
47,0.0006496623639319
135,0.000649520360196
106,0.0006477997416908
38,0.0006315445078997
289,0.0006209494142598
7,0.0006189310109512
251,0.000607697502997
81,0.0005947124997923
45,0.0005947111951483
112,0.0005757022216536
285,0.0005369725056124
76,0.0005126811756736
287,0.0004989387603418
110,0.0004814719501444
235,0.0004689207955669
157,0.0004472297845297
46,0.0004389254306603
179,0.0004329879182565
13,0.0004276974782648
39,0.0004261342308652
90,0.000424306542713
293,0.0004200341550894
51,0.0004180396712689
158,0.0004076337046631
186,0.0004029992631235
294,0.0003864356052004
92,0.0003820932056983
172,0.0003816799283484
43,0.0003774106007136
59,0.0003731385827355
241,0.0003534603020431
215,0.000344680678901
169,0.0003425302983578
70,0.000339598276657
211,0.0003380031513622
116,0.0003292243516214
273,0.0003260590898725
237,0.0003243767777214
52,0.0003227179633167
292,0.0003194063420079
126,0.0003104443056866
37,0.0002831164215087
191,0.0002821931087463
264,0.0002686072772001
166,0.0002649815282956
196,0.0002642126962235
66,0.000261892860687
96,0.0002597318658923
77,0.0002558688197054
182,0.0002496824552585
131,0.0002492204120723
246,0.0002340787476679
213,0.0002315842537643
170,0.0002269264655594
71,0.0002266494707491
147,0.0002237389609334
171,0.000223236166157
167,0.0002201713352943
132,0.0002055044840847
184,0.0002042152430581
75,0.0001999238121031
188,0.0001993284366993
266,0.0001976153683456
25,0.0001948164574815
58,0.0001889297493648
103,0.0001811028566986
101,0.0001808416063253
27,0.0001750282792472
203,0.0001707021314307
44,0.0001677564662951
108,0.0001615952286113
154,0.0001615106586165
181,0.0001608156668294
53,0.0001586672007602
68,0.0001575168424188
10,0.0001567253968132
144,0.0001441461438066
198,0.0001436608104042
195,0.0001424675137789
80,0.0001400320645648
192,0.0001349190760037
233,0.0001336036036872
109,0.0001324553085071
128,0.0001310107560493
212,0.0001287795919776
149,0.0001282769644954
268,0.0001276437862664
153,0.0001273631090548
48,0.0001246335527716
151,0.0001237353826519
134,0.0001222752624949
83,0.0001212522764001
73,0.0001144141760979
62,0.0001051215655182
269,9.83493785091554e-05
79,9.315905360205748e-05
36,9.11771708662799e-05
259,8.599970397049958e-05
57,8.487986671076277e-05
194,8.357120440872702e-05
291,8.313527866074232e-05
40,8.066636073250659e-05
222,7.772304328115413e-05
253,7.73246974172747e-05
270,7.61159013370309e-05
202,7.603917060445231e-05
63,7.188487273437857e-05
265,7.09497451553581e-05
249,6.807900965270685e-05
255,6.783308735342943e-05
267,6.66970849162748e-05
142,6.584212654305228e-05
74,6.462174064055265e-05
218,6.412467835238557e-05
100,6.328909626365264e-05
240,6.297706414389289e-05
199,6.006786412279922e-05
156,5.8892734330516416e-05
35,5.741091454472631e-05
84,5.7047266266977127e-05
49,5.5735671067142496e-05
72,5.338663267301767e-05
99,5.138171791401376e-05
177,5.115849599772442e-05
231,4.880692520565984e-05
141,4.80467239296414e-05
28,4.799310637536936e-05
160,4.790782028738109e-05
279,4.734974588458448e-05
201,4.4897868204138696e-05
207,4.448840077184391e-05
206,4.4207408878341225e-05
262,4.3130258312346206e-05
225,4.28807120354048e-05
232,4.256618450734398e-05
278,3.915293559642754e-05
65,3.810676723101034e-05
230,3.735546669319658e-05
209,3.70699639466457e-05
64,3.5261612937020976e-05
111,3.456649447736474e-05
98,3.22408692307648e-05
280,3.0318830831354544e-05
247,2.921187369301237e-05
85,2.8453326427417103e-05
33,2.57091800210088e-05
256,2.540708514522337e-05
105,2.456754523693742e-05
29,2.435792660885121e-05
276,2.409682221645815e-05
229,2.1576038562970577e-05
238,2.1527928660744514e-05
219,2.080407583543743e-05
190,2.0701166968647977e-05
104,1.982528748840257e-05
125,1.9615729538047876e-05
200,1.906741001359218e-05
283,1.8728211983004447e-05
123,1.807831468307284e-05
162,1.802618977554289e-05
281,1.6420121091788017e-05
197,1.641531550501855e-05
56,1.5561055924029963e-05
261,1.529435518434567e-05
234,1.5044160274000255e-05
208,1.5032851836684225e-05
185,1.4797439150163947e-05
121,1.4587482434619064e-05
97,1.4500824927828177e-05
89,1.386065578096773e-05
245,1.3801054886866586e-05
120,1.3760783490284903e-05
282,1.3370855297072748e-05
180,1.3145873770094028e-05
34,1.155652304079788e-05
173,1.1268562188642786e-05
115,1.11436376937742e-05
78,1.0792988626169223e-05
67,1.0619689438555522e-05
148,1.034173342803796e-05
137,9.68787554340312e-06
54,9.475394135120355e-06
107,8.096615667335574e-06
88,7.226152303140428e-06
118,7.218417596282258e-06
277,6.865552637904879e-06
140,6.506867665502416e-06
139,6.481030350797963e-06
82,6.2919492553968175e-06
263,6.271931836098452e-06
87,5.333522852922512e-06
274,5.042149061453209e-06
124,4.859626466661918e-06
133,4.400964204201588e-06
204,4.39024813238929e-06
165,3.751684852049772e-06
243,3.677297569496224e-06
113,3.6262175578956985e-06
223,3.406934851104102e-06
220,3.3157456883245847e-06
114,3.196028194927147e-06
102,2.9420327339326265e-06
55,2.769740114237012e-06
150,2.6981581714431014e-06
117,2.4812697528001508e-06
272,2.3608965037654178e-06
284,2.338211663783864e-06
175,1.7148778638251585e-06
290,1.5709855900679603e-06
286,1.5420303320963072e-06
86,1.4654821158064378e-06
174,1.2162780358431518e-06
254,1.2111060576221514e-06
221,1.1597672315521733e-06
168,1.119698826449598e-06
275,7.138088442113096e-07
257,6.851324442388281e-07
183,6.329348731961979e-07
205,4.598214761398911e-07
214,4.023856679534596e-07
210,3.472464506723191e-07
95,3.267353651664807e-07
93,1.658716923665658e-07
130,8.833445158406545e-08
119,4.7828226094291055e-08
143,3.3960728099552604e-08
260,2.112019830020749e-08
127,8.595192945245552e-09
94,2.6661234158680074e-10
138,0.0
288,0.0
91,0.0
32,0.0
236,0.0
155,0.0
228,0.0
